"gene_id","genotypeMYB3R135-genotypeWILDTYPE","genotypeSOG11-genotypeWILDTYPE","Time_After_Treatment_min10-Time_After_Treatment_min0","Time_After_Treatment_min1440-Time_After_Treatment_min0","Time_After_Treatment_min180-Time_After_Treatment_min0","Time_After_Treatment_min360-Time_After_Treatment_min0","Time_After_Treatment_min4320-Time_After_Treatment_min0","Time_After_Treatment_min45-Time_After_Treatment_min0","Time_After_Treatment_min720-Time_After_Treatment_min0","Time_After_Treatment_min90-Time_After_Treatment_min0","Radiation_Dose_cGy10-Radiation_Dose_cGy0","Radiation_Dose_cGy100-Radiation_Dose_cGy0","Radiation_Dose_cGy10000-Radiation_Dose_cGy0","Radiation_Dose_cGy40-Radiation_Dose_cGy0","Radiation_Dose_cGy80-Radiation_Dose_cGy0"
"AT5G07010","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT5G07080","None","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT5G07095","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT5G07100","None","None","None","Down","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT5G07165","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT5G07190","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G07265","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G07285","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT5G07310","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G07325","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G07330","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G07390","None","None","None","None","None","None","Up","None","None","None","None","Up","None","None","None"
"AT5G07440","None","None","None","None","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT5G07475","None","None","None","None","None","Up","None","Down","None","None","None","None","None","None","None"
"AT5G07570","None","None","Down","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G07600","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G07610","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","Up"
"AT5G07620","None","Down","Down","Down","None","None","None","Down","Down","None","None","None","Up","None","None"
"AT5G07640","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G07690","None","None","None","Up","None","None","None","Down","Up","Down","None","None","None","None","None"
"AT5G07700","None","None","None","Up","None","None","None","Down","Up","Down","None","None","Down","None","None"
"AT5G07870","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G07880","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G07885","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G07990","None","None","None","None","None","Up","Up","None","Up","None","None","None","None","None","None"
"AT5G07995","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G08030","None","None","None","None","Up","Up","Up","Down","Up","None","None","None","None","None","None"
"AT5G08150","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G08275","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT5G08350","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT5G08391","None","None","None","None","None","None","Down","Down","None","None","None","None","None","None","None"
"AT5G08640","None","None","None","None","None","Up","None","Down","None","None","None","None","None","None","None"
"AT5G08710","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G08760","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G08855","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G09125","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT5G09360","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G09440","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT5G09470","None","None","None","Up","None","Up","None","None","None","None","None","None","None","None","None"
"AT5G09520","None","None","None","None","None","Up","None","Down","None","None","None","None","None","None","None"
"AT5G09540","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT5G09565","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None","None"
"AT5G09570","None","None","None","Up","None","None","Up","None","None","None","None","None","None","None","None"
"AT5G09730","None","None","None","None","None","None","None","Down","None","None","None","None","None","Down","None"
"AT5G09876","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G09990","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT5G10120","None","None","None","None","Down","None","None","None","None","None","None","None","None","None","None"
"AT5G10160","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G10210","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT5G10230","None","None","Up","Up","None","Up","None","None","None","None","None","None","None","None","None"
"AT5G10310","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G10336","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G10340","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT5G10380","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT5G10390","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT5G10435","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT5G10625","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT5G10695","None","None","None","Down","Down","Down","Down","None","Down","None","None","None","Up","None","None"
"AT5G10760","None","None","None","Up","Up","None","Up","None","Up","None","None","None","None","None","None"
"AT5G10890","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT5G11110","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
